N°_PERRO;MES_FOTO;ANHO_FOTO;ZONA;DISTRITO;CODIGO_PERRO;VINCULO;LATITUD ;LONGITUD;BUSCADOR;DUPLICADO_BUSCADOR;DUPLICADO_ZONA;DUPLICADO_ENTRE_ZONAS;FUERA_FECHA;DENTRO_CASA;FUERA_ZONA;BUSQUEDA
26;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/qYFaKhVfjmnkcpnS8;;;3;;;;;;;A
27;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/McoY9GLvwC7vepmR6;;;3;;;;;;;A
28;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/RLzZ17q2EBZsXUw76;;;3;;;;;;;A
29;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/bixVtz1KfY1ZzcQC7;;;3;;;;;;;A
30;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/Len6zLNvui9X4Fq39;;;3;;;;;;;A
31;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/uk83KY1WLR9ek1vV9;;;3;;;;;;;A
32;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/3rkGwDJjKz5s5xFCA;;;3;;;;;;;A
33;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/wyejxnEfq1vwejYJ9;;;3;;;;;;;A
34;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/G4tw8ibB1fhi3zfm9;;;3;;;;;;;A
35;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/F7oBQimfjiBaPJNn6;;;3;;;;;;;A
36;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/DSCS3xsFyDzin5jE7;;;3;;;;;;;A
37;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/nWwr7KXdTwk5TS8x6;;;3;;;;;;;A
38;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/qWugauXFnq2XJFEy6;;;3;;;;;;;A
39;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/softm4bHJMmgQnJA9;;;3;;;;;;;A
40;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/yuXYBzo9QNJvkhk89;;;3;;;;;;;A
41;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/9iP3uWsbmD1V8Q1Z6;;;3;;;;;;;A
42;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/WPSuRjuw4S1zEmFe7;;;3;;;;;;;A
43;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/YgYeKs39hswbDuWPA;;;3;;;;;;;A
44;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/Va6R54FpzJESGNWt6;;;3;;;;;;;A
45;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/yjTJVMqzh2neU2NL8;;;3;;;;;;;A
46;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/WCHSqFcxGxMkv1in6;;;3;;;;;;;A
47;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/E4jUbMRetYQCUAjQ7;;;3;;;;;;;A
48;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/rtSKJngLbcn3iUcX8;;;3;;;;;;;A
49;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/nsjTFfwDvYbJ1UnN9;;;3;;;;;;;A
50;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/2SKwm8z2mvsxM36VA;;;3;;;;;;;A
51;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/ckS3BcsKWztmNqVQ6;;;3;;;;;;;A
52;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/McFaNVd9qN4HmDCy9;;;3;;;;;;;A
53;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/HwqdZ6i6akaByuuZ7;;;3;;;;;;;A
54;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/hjL6EiX1rKu1637N7;;;3;;;;;;;A
55;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/qwh9Naup3KnKW3ZW7;;;3;;;;;;;A
56;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/xY6GKPJqdYndacZP7;;;3;;;;;;;A
57;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/4Fvfiu1u11sxf9ix8;;;3;;;;;;;A
58;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/HbgPhDEBJ4Jogczy7;;;3;;;;;;;A
59;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/YKeTBGf3cEvzUKY89;;;3;;;;;;;A
60;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/dEjqBRJj63TH7ohL7;;;3;;;;;;;A
61;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/1YCorg2mBbroCfFk9;;;3;;;;;;;A
62;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/7ehg2T84NArTdRVX9;;;3;;;;;;;A
63;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/YwKU4kcsLf3ScbRM6;;;3;;;;;;;A
64;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/66HC9vyGCJjo4X4e8;;;3;;;;;;;A
65;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/MRzfP8wvCqt6U9t49;;;3;;;;;;;A
66;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/UgzFh1aGpjM98A626;;;3;;;;;;;A
67;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/2v6xdgN2oXU88MkL7;;;3;;;;;;;A
68;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/6mgTX9QD3uhWmpGk6;;;3;;;;;;;A
69;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/tphjcth7K5f4cGG18;;;3;;;;;;;A
1;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/3nRQA2zQNeCPa34P8;;;1;;;;;;;A
2;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/3nRQA2zQNeCPa34P8;;;1;;;;;;;A
3;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/2xLtGmeMZpV2McWE6;;;1;;;;;;;A
4;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/2xLtGmeMZpV2McWE6;;;1;;;;;;;A
5;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/o1EZc6MgS5qyMVeU8;;;1;;;;;;;A
6;AGOSTO;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/eA4DmtdDBofLt8SV8;;;1;;;;;;;A
7;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/rTpzmfphktWfYSAs5;;;1;;;;;;;A
8;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/4f6pWiA4QZV9gG6o7;;;1;;;;;;;A
9;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/4f6pWiA4QZV9gG6o7;;;1;;;;;;;A
10;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/EpaQV3yU41B76GPj9;;;1;;;;;;;A
11;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/EpaQV3yU41B76GPj9;;;1;;;;;;;A
12;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/pNF2pTqR9nN7nk976;;;1;;;;;;;A
13;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/pNF2pTqR9nN7nk976;;;1;;;;;;;A
14;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/9cTEPRwquh8SUvRN7;;;1;;;;;;;A
15;SEPTIEMBRE;2013;AMPLIACION VILLA CONFRATERNIDAD LAS CANTERAS ZONA A y B;ALTO SELVA ALEGRE;;https://goo.gl/maps/uNWvxkegVbzufezt8;;;1;;;;;;;A
1;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD A-II;ALTO SELVA ALEGRE;;https://goo.gl/maps/z9hQjRYrH7emjHzD6;;;3;;;;;;;A
2;AGOSTO;2013;VILLA CONFRATERNIDAD A-II;ALTO SELVA ALEGRE;;https://goo.gl/maps/PaHWhpBDfDgkndmn7;;;3;;;;;;;A
3;AGOSTO;2013;VILLA CONFRATERNIDAD A-II;ALTO SELVA ALEGRE;;https://goo.gl/maps/Re7ZYxfCwhnT9ZyG6;;;3;;;;;;;A
4;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD A-II;ALTO SELVA ALEGRE;;https://goo.gl/maps/TWfnCnkFWai418ec8;;;3;;;;;;;A
5;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD A-II;ALTO SELVA ALEGRE;;https://goo.gl/maps/Rn3ciWuCbrQY1Vra8;;;3;;;;;;;A
1;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;;https://goo.gl/maps/T61oqUNjcYZ3BUQ98;;;3;0;0;0;0;0;1;A
2;AGOSTO;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.97.1;https://goo.gl/maps/e7F3RTpogUSaWDpt9;;;3;;;;;;;A
3;AGOSTO;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.97.2;https://goo.gl/maps/3pkpmmHMv2N2iKjX6;;;3;;;;;;;A
4;AGOSTO;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.97.3;https://goo.gl/maps/WfUwH6j8RmLVFvCJ9;;;3;;;;;;;A
5;AGOSTO;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.97.4;https://goo.gl/maps/VY6ik2818kvidmwn6;;;3;;;;;;;A
6;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.97.5;https://goo.gl/maps/Crt4RRZAXCHuergH9;;;3;;;;;;;A
7;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.97.6;https://goo.gl/maps/1GgxJpsgwNaquU9b6;;;3;;;;;;;A
8;AGOSTO;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.97.7;https://goo.gl/maps/tgmPCgtB5kq9VuQ68;;;3;;;;;;;A
9;AGOSTO;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.97.8;https://goo.gl/maps/BrbkFhcezdWMGtiPA;;;3;;;;;;;A
10;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.100.13;https://goo.gl/maps/hXoYNTan5ZZ5gQq77;;;3;;;;;;;A
11;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;;https://goo.gl/maps/kjm6QRwbtiDRV2H16;;;3;0;0;0;0;1;0;A
12;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.97.9;https://goo.gl/maps/7HShmBepXWdUMTCg7;;;3;;;;;;;A
13;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C I MARGEN DERECHO;ALTO SELVA ALEGRE;1.97.10;https://goo.gl/maps/JM2eNs5ABGz95uye9;;;3;;;;;;;A
1;SEPTIEMBRE;2013;NUEVA VILLA ECOLOGICA ZONA A;ALTO SELVA ALEGRE;;https://goo.gl/maps/Y36zeiiwNKBu7XnK8;;;3;;;;;;;A
2;SEPTIEMBRE;2013;NUEVA VILLA ECOLOGICA ZONA A;ALTO SELVA ALEGRE;;https://goo.gl/maps/4X1UGH9g25Kd4gMq8;;;3;;;;;;;A
1;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/66kKatFeRJ3Vh6LV9;;;6;;;;;;;A
2;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/wSCKxdXWhE8YPkfn9;;;6;;;;;;;A
3;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/rbXJMV9eFQiNf1ZP8;;;6;;;;;;;A
4;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/iavScaR8Xb7KFZFUA;;;6;;;;;;;A
5;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/XBrYBFEuNA1BHbf3A;;;6;;;;;;;A
6;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/bgZrpkHJEFjSQahV8;;;6;;;;;;;A
7;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/BbWzfY9jpkxEfVtv5;;;6;;;;;;;A
8;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/XmXpuJC3xqhKm2mb6;;;6;;;;;;;A
9;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/JRsXjfn6Lv3Nq1yU7;;;6;;;;;;;A
10;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/ELU32xjGNseuVwkq5;;;6;;;;;;;A
11;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/dWnHehNweMW5kKR46;;;6;;;;;;;A
12;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/zHQTGnFNqd1KmjNY6;;;6;;;;;;;A
13;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/BryLPDYsz5EzVwu3A;;;6;;;;;;;A
14;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/ZbZHcvWipr5JKJyJ7;;;6;;;;;;;A
15;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/hFukkeEe1B387tp86;;;6;;;;;;;A
16;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/QYfWmyaYKxMYSsfPA;;;6;;;;;;;A
17;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/dy1JJ7d5eBkBh1p17;;;6;;;;;;;A
18;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/UBkpGtN4a7Cknsgg8;;;6;;;;;;;A
19;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/9jTcaDWjy7i4oVNU9;;;6;;;;;;;A
20;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/cAdu1pcK4vw8h5vR8;;;6;;;;;;;A
21;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/K2SCa8W2rrmKCvvYA;;;6;;;;;;;A
22;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/i7C9KDeT7rJxBcDk6;;;6;;;;;;;A
23;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/oxd5q11UtmSnNYi88;;;6;;;;;;;A
24;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/u7XBSuvH3vJMKdw78;;;6;;;;;;;A
25;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/w7y4Rue6zKGvQ1Ds9;;;6;;;;;;;A
26;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/xBcB4X6GFwYjJpcT9;;;6;;;;;;;A
27;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/yKE7gtWnVLzwRhfAA;;;6;;;;;;;A
28;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/gLRFJHWDDnJaNaAD6;;;6;;;;;;;A
29;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/bR1khjCpyGuWGJc67;;;6;;;;;;;A
30;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/Ymg5tZ2CvAHyHkqd6;;;6;;;;;;;A
31;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/f9t1g876vgWjxG9r5;;;6;;;;;;;A
32;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/4rh364UGoiMycFWCA;;;6;;;;;;;A
33;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/SiybzR1VAXLksshy5;;;6;;;;;;;A
34;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/u63ud1Ax4itwkBV17;;;6;;;;;;;A
35;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/q4wZCn64sbwSoEt46;;;6;;;;;;;A
36;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/Mn9aRq5NWYR4bvop7;;;6;;;;;;;A
37;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/CspEfiKkAD5LbSzW8;;;6;;;;;;;A
38;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/1o8uRxHT5ux7ZbL56;;;6;;;;;;;A
39;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/S1m9DU6B9A7e7R1V9;;;6;;;;;;;A
40;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/vz5ADHTmgST6sh2G9;;;6;;;;;;;A
41;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/5YNsYc2EbpU2ys228;;;6;;;;;;;A
42;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/65mAPxbU74Z7oDym8;;;6;;;;;;;A
43;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/WjFQ9PfJ3NooH2cs8;;;6;;;;;;;A
44;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/kvLDmZxZJE2PHNKR7;;;6;;;;;;;A
45;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/cCCPxmX6FG3XYxyaA;;;6;;;;;;;A
46;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/VM1eNmuQSV6RR4mC7;;;6;;;;;;;A
47;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/7BYtUZ6dhNB9kQer9;;;6;;;;;;;A
48;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/ZzomuFybppEbW7aV8;;;6;;;;;;;A
49;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/5obs78C9isUWQWdQ6;;;6;;;;;;;A
50;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/hUpqPwhKKx1sCMxv6;;;6;;;;;;;A
51;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/mfbSYekL9DLjt1Dd6;;;6;;;;;;;A
52;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/wYZdzYNbmWT9Gtqn8;;;6;;;;;;;A
53;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/87jQZqDUUp7mRESk9;;;6;;;;;;;A
54;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/mXeEAjmeLT8YoarPA;;;6;;;;;;;A
55;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/G5X3tL7w87cBtw1W6;;;6;;;;;;;A
56;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/dJQ83AeLAT2Rvvew8;;;6;;;;;;;A
57;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/CYY4uPxMQVAKd1E1A;;;6;;;;;;;A
58;agosto;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/MoEpnqY6RqLfBj4H9;;;6;;;;;;;A
59;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/jbSgmqaS7bQ1DK3Z6;;;6;;;;;;;A
60;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/yit3YHRtBk4EjscCA;;;6;;;;;;;A
61;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/gUNhu5jn7Ygh3Z2s8;;;6;;;;;;;A
62;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/ahrSY1DZsdNN6dSH8;;;6;;;;;;;A
63;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/NtfRj67927w2tYay5;;;6;;;;;;;A
64;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/ypXVrQK9Ugtaa1mb9;;;6;;;;;;;A
65;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/Yy72i89zLqNeLame7;;;6;;;;;;;A
66;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/G6xHVUAJLrdrAX188;;;6;;;;;;;A
67;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/cW8rFuHH5RPUebcg7;;;6;;;;;;;A
68;septiembre;2013;VILLA CONFRATERNIDAD A - I;ALTO SELVA ALEGRE;;https://goo.gl/maps/vPB9D11E4JXiLLL67;;;6;;;;;;;A
1;AGOSTO;2013;VILLA CONFRATERNIDAD MIRADOR DE YUNGUYO;ALTO SELVA ALEGRE;;https://goo.gl/maps/ipheJ8ABRRZyUCn38;;;1;;;;;;;A
2;AGOSTO;2013;VILLA CONFRATERNIDAD MIRADOR DE YUNGUYO;ALTO SELVA ALEGRE;;https://goo.gl/maps/ipheJ8ABRRZyUCn38;;;1;;;;;;;A
1;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA D-1;ALTO SELVA ALEGRE;;https://goo.gl/maps/aAViRuerrc5gBtNL7;;;1;0;0;0;0;0;1;A
2;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA D-1;ALTO SELVA ALEGRE;;https://goo.gl/maps/aAViRuerrc5gBtNL7;;;1;0;0;0;0;0;1;A
3;AGOSTO;2013;VILLA ECOLOGICA ZONA D-1;ALTO SELVA ALEGRE;;https://goo.gl/maps/UoWYnAEjYdtpfU7T9;;;1;0;0;0;0;0;1;A
4;AGOSTO;2013;VILLA ECOLOGICA ZONA D-1;ALTO SELVA ALEGRE;1.99.1;https://goo.gl/maps/a8MZrduViEiCQNAU6;;;1;;;;;;;A
